mobility_schema_version,scenario_id,timestamp_s,serving_gnb,user_count
1.0,sumo_coupled_00000397,20.8,gnb_1,2
1.0,sumo_coupled_00000398,20.8,gnb_2,5
1.0,sumo_coupled_00000399,20.9,gnb_1,2
1.0,sumo_coupled_00000400,20.9,gnb_2,5
1.0,sumo_coupled_00000401,21,gnb_1,2
1.0,sumo_coupled_00000402,21,gnb_2,5
1.0,sumo_coupled_00000403,21.1,gnb_1,2
1.0,sumo_coupled_00000404,21.1,gnb_2,5
1.0,sumo_coupled_00000405,21.2,gnb_1,2
1.0,sumo_coupled_00000406,21.2,gnb_2,5
1.0,sumo_coupled_00000407,21.3,gnb_1,2
1.0,sumo_coupled_00000408,21.3,gnb_2,5
1.0,sumo_coupled_00000409,21.4,gnb_1,2
1.0,sumo_coupled_00000410,21.4,gnb_2,5
1.0,sumo_coupled_00000411,21.5,gnb_1,2
1.0,sumo_coupled_00000412,21.5,gnb_2,5
1.0,sumo_coupled_00000413,21.6,gnb_1,2
1.0,sumo_coupled_00000414,21.6,gnb_2,5
1.0,sumo_coupled_00000415,21.7,gnb_1,2
1.0,sumo_coupled_00000416,21.7,gnb_2,5
1.0,sumo_coupled_00000417,21.8,gnb_1,2
1.0,sumo_coupled_00000418,21.8,gnb_2,5
1.0,sumo_coupled_00000419,21.9,gnb_1,2
1.0,sumo_coupled_00000420,21.9,gnb_2,5
1.0,sumo_coupled_00000421,22,gnb_1,2
1.0,sumo_coupled_00000422,22,gnb_2,5
1.0,sumo_coupled_00000423,22.1,gnb_1,2
1.0,sumo_coupled_00000424,22.1,gnb_2,5
1.0,sumo_coupled_00000425,22.2,gnb_1,2
1.0,sumo_coupled_00000426,22.2,gnb_2,5
1.0,sumo_coupled_00000427,22.3,gnb_1,2
1.0,sumo_coupled_00000428,22.3,gnb_2,5
1.0,sumo_coupled_00000429,22.4,gnb_1,2
1.0,sumo_coupled_00000430,22.4,gnb_2,5
1.0,sumo_coupled_00000431,22.5,gnb_1,2
1.0,sumo_coupled_00000432,22.5,gnb_2,5
1.0,sumo_coupled_00000433,22.6,gnb_1,2
1.0,sumo_coupled_00000434,22.6,gnb_2,5
1.0,sumo_coupled_00000435,22.7,gnb_1,2
1.0,sumo_coupled_00000436,22.7,gnb_2,5
1.0,sumo_coupled_00000437,22.8,gnb_1,2
1.0,sumo_coupled_00000438,22.8,gnb_2,5
1.0,sumo_coupled_00000439,22.9,gnb_1,2
1.0,sumo_coupled_00000440,22.9,gnb_2,6
1.0,sumo_coupled_00000441,23,gnb_1,2
1.0,sumo_coupled_00000442,23,gnb_2,6
1.0,sumo_coupled_00000443,23.1,gnb_1,2
1.0,sumo_coupled_00000444,23.1,gnb_2,6
1.0,sumo_coupled_00000445,23.2,gnb_1,2
1.0,sumo_coupled_00000446,23.2,gnb_2,6
1.0,sumo_coupled_00000447,23.3,gnb_1,2
1.0,sumo_coupled_00000448,23.3,gnb_2,6
1.0,sumo_coupled_00000449,23.4,gnb_1,2
1.0,sumo_coupled_00000450,23.4,gnb_2,6
1.0,sumo_coupled_00000451,23.5,gnb_1,2
1.0,sumo_coupled_00000452,23.5,gnb_2,6
1.0,sumo_coupled_00000453,23.6,gnb_1,2
1.0,sumo_coupled_00000454,23.6,gnb_2,6
1.0,sumo_coupled_00000455,23.7,gnb_1,2
1.0,sumo_coupled_00000456,23.7,gnb_2,6
1.0,sumo_coupled_00000457,23.8,gnb_1,2
1.0,sumo_coupled_00000458,23.8,gnb_2,6
1.0,sumo_coupled_00000459,23.9,gnb_1,2
1.0,sumo_coupled_00000460,23.9,gnb_2,6
1.0,sumo_coupled_00000461,24,gnb_1,2
1.0,sumo_coupled_00000462,24,gnb_2,6
1.0,sumo_coupled_00000463,24.1,gnb_1,2
1.0,sumo_coupled_00000464,24.1,gnb_2,6
1.0,sumo_coupled_00000465,24.2,gnb_1,2
1.0,sumo_coupled_00000466,24.2,gnb_2,6
1.0,sumo_coupled_00000467,24.3,gnb_1,1
1.0,sumo_coupled_00000468,24.3,gnb_2,7
1.0,sumo_coupled_00000469,24.4,gnb_1,1
1.0,sumo_coupled_00000470,24.4,gnb_2,7
1.0,sumo_coupled_00000471,24.5,gnb_1,1
1.0,sumo_coupled_00000472,24.5,gnb_2,7
1.0,sumo_coupled_00000473,24.6,gnb_1,1
1.0,sumo_coupled_00000474,24.6,gnb_2,7
1.0,sumo_coupled_00000475,24.7,gnb_1,1
1.0,sumo_coupled_00000476,24.7,gnb_2,7
1.0,sumo_coupled_00000477,24.8,gnb_1,1
1.0,sumo_coupled_00000478,24.8,gnb_2,7
1.0,sumo_coupled_00000479,24.9,gnb_1,1
1.0,sumo_coupled_00000480,24.9,gnb_2,7
1.0,sumo_coupled_00000481,25,gnb_1,1
1.0,sumo_coupled_00000482,25,gnb_2,7
1.0,sumo_coupled_00000483,25.1,gnb_1,1
1.0,sumo_coupled_00000484,25.1,gnb_2,7
1.0,sumo_coupled_00000485,25.2,gnb_1,1
1.0,sumo_coupled_00000486,25.2,gnb_2,7
1.0,sumo_coupled_00000487,25.3,gnb_1,1
1.0,sumo_coupled_00000488,25.3,gnb_2,7
1.0,sumo_coupled_00000489,25.4,gnb_1,1
1.0,sumo_coupled_00000490,25.4,gnb_2,7
1.0,sumo_coupled_00000491,25.5,gnb_1,1
1.0,sumo_coupled_00000492,25.5,gnb_2,7
1.0,sumo_coupled_00000493,25.6,gnb_1,1
1.0,sumo_coupled_00000494,25.6,gnb_2,7
1.0,sumo_coupled_00000495,25.7,gnb_1,1
1.0,sumo_coupled_00000496,25.7,gnb_2,7
