timestamp_s,ue_id,serving_gnb,wideband_cqi,previous_quality,total_rbs,rb_available,wideband_sinr_db,rsrp_dbm,rsrq_db,mcs
9.5,2,gnb_2,13.560000,2,25,7,,,,
9.5,31,gnb_1,14.840000,3,25,7,,,,
9.6,0,gnb_2,13.680000,2,25,7,,,,
9.6,1,gnb_2,13.240000,2,25,7,,,,
9.6,15,gnb_1,14.960000,3,25,7,,,,
9.6,2,gnb_2,13.560000,2,25,7,,,,
9.6,31,gnb_1,14.880000,3,25,7,,,,
9.7,0,gnb_2,13.680000,2,25,7,,,,
9.7,1,gnb_2,13.240000,2,25,7,,,,
9.7,15,gnb_1,14.960000,3,25,7,,,,
9.7,2,gnb_2,13.560000,2,25,7,,,,
9.7,31,gnb_1,14.880000,3,25,7,,,,
9.8,0,gnb_2,13.720000,2,25,7,,,,
9.8,1,gnb_2,13.240000,2,25,7,,,,
9.8,15,gnb_1,14.960000,3,25,7,,,,
9.8,2,gnb_2,13.560000,2,25,7,,,,
9.8,31,gnb_1,14.920000,3,25,7,,,,
9.9,0,gnb_2,13.760000,2,25,7,,,,
9.9,1,gnb_2,13.280000,2,25,7,,,,
9.9,15,gnb_1,14.960000,3,25,7,,,,
9.9,2,gnb_2,13.480000,2,25,7,,,,
9.9,31,gnb_1,14.920000,3,25,7,,,,
10.0,0,gnb_2,14.480000,2,25,7,,,,
10.0,1,gnb_2,13.280000,2,25,7,,,,
10.0,15,gnb_1,14.960000,3,25,7,,,,
10.0,2,gnb_2,13.480000,2,25,7,,,,
10.0,31,gnb_1,14.920000,3,25,7,,,,
10.1,0,gnb_2,14.520000,2,25,7,,,,
10.1,1,gnb_2,13.840000,2,25,7,,,,
10.1,15,gnb_1,14.960000,3,25,7,,,,
10.1,2,gnb_2,13.480000,2,25,7,,,,
10.1,31,gnb_1,14.920000,3,25,7,,,,
10.2,0,gnb_2,14.520000,2,25,7,,,,
10.2,1,gnb_2,13.840000,2,25,7,,,,
10.2,15,gnb_1,14.960000,3,25,7,,,,
10.2,2,gnb_2,13.480000,2,25,7,,,,
10.2,31,gnb_1,14.680000,3,25,7,,,,
10.3,0,gnb_2,14.520000,2,25,7,,,,
10.3,1,gnb_2,13.840000,2,25,7,,,,
10.3,15,gnb_1,14.960000,3,25,7,,,,
10.3,2,gnb_2,13.480000,2,25,7,,,,
10.3,31,gnb_1,14.680000,3,25,7,,,,
10.4,0,gnb_2,14.520000,2,25,7,,,,
10.4,1,gnb_2,13.840000,2,25,7,,,,
