timestamp_s,ue_node_id,gnb_node_id,band_index,cqi,tbs_bits_per_slot,total_bands
0.074,2049,1,0,15,1160,6
0.074,2049,1,1,15,1160,6
0.074,2049,1,2,15,1160,6
0.074,2049,1,3,15,1160,6
0.074,2049,1,4,15,1160,6
0.074,2049,1,5,15,1160,6
0.08,2049,1,0,15,1160,6
0.08,2049,1,1,15,1160,6
0.08,2049,1,2,15,1160,6
0.08,2049,1,3,15,1160,6
0.08,2049,1,4,15,1160,6
0.08,2049,1,5,15,1160,6
0.086,2049,1,0,15,1160,6
0.086,2049,1,1,15,1160,6
0.086,2049,1,2,15,1160,6
0.086,2049,1,3,15,1160,6
0.086,2049,1,4,15,1160,6
0.086,2049,1,5,15,1160,6
0.092,2049,1,0,15,1160,6
0.092,2049,1,1,15,1160,6
0.092,2049,1,2,15,1160,6
0.092,2049,1,3,15,1160,6
0.092,2049,1,4,15,1160,6
0.092,2049,1,5,15,1160,6
0.098,2049,1,0,15,1160,6
0.098,2049,1,1,15,1160,6
0.098,2049,1,2,15,1160,6
0.098,2049,1,3,15,1160,6
0.098,2049,1,4,15,1160,6
0.098,2049,1,5,15,1160,6
0.104,2049,1,0,15,1160,6
0.104,2049,1,1,15,1160,6
0.104,2049,1,2,15,1160,6
0.104,2049,1,3,15,1160,6
0.104,2049,1,4,15,1160,6
0.104,2049,1,5,15,1160,6
0.11,2049,1,0,15,1160,6
0.11,2049,1,1,15,1160,6
0.11,2049,1,2,15,1160,6
0.11,2049,1,3,15,1160,6
0.11,2049,1,4,15,1160,6
0.11,2049,1,5,15,1160,6
0.116,2049,1,0,15,1160,6
0.116,2049,1,1,15,1160,6
0.116,2049,1,2,15,1160,6
0.116,2049,1,3,15,1160,6
0.116,2049,1,4,15,1160,6
0.116,2049,1,5,15,1160,6
0.122,2049,1,0,15,1160,6
0.122,2049,1,1,15,1160,6
0.122,2049,1,2,15,1160,6
0.122,2049,1,3,15,1160,6
0.122,2049,1,4,15,1160,6
0.122,2049,1,5,15,1160,6
0.128,2049,1,0,15,1160,6
0.128,2049,1,1,15,1160,6
0.128,2049,1,2,15,1160,6
0.128,2049,1,3,15,1160,6
0.128,2049,1,4,15,1160,6
0.128,2049,1,5,15,1160,6
0.134,2049,1,0,15,1160,6
0.134,2049,1,1,15,1160,6
0.134,2049,1,2,15,1160,6
0.134,2049,1,3,15,1160,6
0.134,2049,1,4,15,1160,6
0.134,2049,1,5,15,1160,6
0.14,2049,1,0,15,1160,6
0.14,2049,1,1,15,1160,6
0.14,2049,1,2,15,1160,6
0.14,2049,1,3,15,1160,6
0.14,2049,1,4,15,1160,6
0.14,2049,1,5,15,1160,6
0.146,2049,1,0,15,1160,6
0.146,2049,1,1,15,1160,6
0.146,2049,1,2,15,1160,6
0.146,2049,1,3,15,1160,6
0.146,2049,1,4,15,1160,6
0.146,2049,1,5,15,1160,6
0.152,2049,1,0,15,1160,6
0.152,2049,1,1,15,1160,6
0.152,2049,1,2,15,1160,6
0.152,2049,1,3,15,1160,6
0.152,2049,1,4,15,1160,6
0.152,2049,1,5,15,1160,6
0.158,2049,1,0,15,1160,6
0.158,2049,1,1,15,1160,6
0.158,2049,1,2,15,1160,6
0.158,2049,1,3,15,1160,6
0.158,2049,1,4,15,1160,6
0.158,2049,1,5,15,1160,6
0.164,2049,1,0,15,1160,6
0.164,2049,1,1,15,1160,6
0.164,2049,1,2,15,1160,6
0.164,2049,1,3,15,1160,6
0.164,2049,1,4,15,1160,6
0.164,2049,1,5,15,1160,6
0.17,2049,1,0,15,1160,6
0.17,2049,1,1,15,1160,6
0.17,2049,1,2,15,1160,6
0.17,2049,1,3,15,1160,6
