scenario_mode,load_level,seed,method,test_index,utility
anti_cqi_hard,heavy,31,Multi-feature k-means,6,0.40481528893577173
anti_cqi_hard,heavy,31,Multi-feature k-means,7,0.38093639169248766
anti_cqi_hard,heavy,31,Multi-feature k-means,8,0.3699760296332862
anti_cqi_hard,heavy,31,Multi-feature k-means,9,0.40898195560243833
anti_cqi_hard,heavy,31,Multi-feature k-means,10,0.34914269629995287
anti_cqi_hard,heavy,31,Multi-feature k-means,11,0.40898195560243833
anti_cqi_hard,heavy,31,Multi-feature k-means,12,0.42148195560243834
anti_cqi_hard,heavy,31,Multi-feature k-means,13,0.5555175114173516
anti_cqi_hard,heavy,31,Multi-feature k-means,14,0.39648195560243843
anti_cqi_hard,heavy,31,Multi-feature k-means,15,0.4173152889357718
anti_cqi_hard,heavy,31,Multi-feature k-means,16,0.42148195560243834
anti_cqi_hard,heavy,31,Multi-feature k-means,17,0.4089819556024384
anti_cqi_hard,heavy,31,Multi-feature k-means,18,0.5596841780840184
anti_cqi_hard,heavy,31,Multi-feature k-means,19,0.400648622269105
anti_cqi_hard,heavy,31,Multi-feature k-means,20,0.39364565928452894
anti_cqi_hard,heavy,31,Multi-feature k-means,21,0.38093639169248766
anti_cqi_hard,heavy,31,Multi-feature k-means,22,0.5430175114173517
anti_cqi_hard,heavy,31,Multi-feature k-means,23,0.4339819556024383
anti_cqi_hard,heavy,31,Multi-feature k-means,24,0.41731528893577163
anti_cqi_hard,heavy,31,Multi-feature k-means,25,0.40898195560243833
anti_cqi_hard,heavy,31,Multi-feature k-means,26,0.37281232595119557
anti_cqi_hard,heavy,31,Multi-feature k-means,27,0.4339819556024383
anti_cqi_hard,heavy,31,Multi-feature k-means,28,0.42981528893577164
anti_cqi_hard,heavy,31,Multi-feature k-means,29,0.5555175114173517
anti_cqi_hard,heavy,31,Offline teacher,0,0.4331874743165145
anti_cqi_hard,heavy,31,Offline teacher,1,0.48295282249018273
anti_cqi_hard,heavy,31,Offline teacher,2,0.551350844750685
anti_cqi_hard,heavy,31,Offline teacher,3,0.49128615582351604
anti_cqi_hard,heavy,31,Offline teacher,4,0.4559868150700153
anti_cqi_hard,heavy,31,Offline teacher,5,0.46848681507001527
anti_cqi_hard,heavy,31,Offline teacher,6,0.41598491858701453
anti_cqi_hard,heavy,31,Offline teacher,7,0.5079528224901827
anti_cqi_hard,heavy,31,Offline teacher,8,0.48711948915684933
anti_cqi_hard,heavy,31,Offline teacher,9,0.4201515852536812
anti_cqi_hard,heavy,31,Offline teacher,10,0.5202181706638508
anti_cqi_hard,heavy,31,Offline teacher,11,0.46015348173668197
anti_cqi_hard,heavy,31,Offline teacher,12,0.4438212149049239
anti_cqi_hard,heavy,31,Offline teacher,13,0.5555175114173516
anti_cqi_hard,heavy,31,Offline teacher,14,0.4662861558235161
anti_cqi_hard,heavy,31,Offline teacher,15,0.45182014840334866
anti_cqi_hard,heavy,31,Offline teacher,16,0.48295282249018273
anti_cqi_hard,heavy,31,Offline teacher,17,0.4536604742074095
anti_cqi_hard,heavy,31,Offline teacher,18,0.5596841780840184
anti_cqi_hard,heavy,31,Offline teacher,19,0.43318747431651455
anti_cqi_hard,heavy,31,Offline teacher,20,0.4456874743165145
anti_cqi_hard,heavy,31,Offline teacher,21,0.43300269649447115
anti_cqi_hard,heavy,31,Offline teacher,22,0.5430175114173516
anti_cqi_hard,heavy,31,Offline teacher,23,0.4954528224901827
anti_cqi_hard,heavy,31,Offline teacher,24,0.4396545482382572
anti_cqi_hard,heavy,31,Offline teacher,25,0.4787861558235161
anti_cqi_hard,heavy,31,Offline teacher,26,0.3677070405584486
anti_cqi_hard,heavy,31,Offline teacher,27,0.42925545947617966
anti_cqi_hard,heavy,31,Offline teacher,28,0.5099188299103502
anti_cqi_hard,heavy,31,Offline teacher,29,0.5555175114173517
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],0,0.4062214668963471
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],1,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],2,0.551350844750685
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],3,0.4456874743165145
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],4,0.45598681507001526
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],5,0.40425545947617963
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],6,0.3476030583591543
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],7,0.48932014840334853
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],8,0.4871194891568494
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],9,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],10,0.4932521632436835
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],11,0.4331874743165145
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],12,0.41038813356301374
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],13,0.5555175114173516
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],14,0.4476534817366819
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],15,0.4518201484033486
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],16,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],17,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],18,0.5596841780840184
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],19,0.4331874743165145
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],20,0.418721466896347
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],21,0.45402080764984776
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],22,0.5430175114173517
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],23,0.44985414098318116
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],24,0.40425545947617963
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],25,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],26,0.3434363916924877
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],27,0.376769725025821
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],28,0.43735414098318115
anti_cqi_hard,heavy,31,LE-GRA[history_cost_none],29,0.5555175114173517
anti_cqi_hard,heavy,31,LE-GRA[full_none],0,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_none],1,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[full_none],2,0.551350844750685
anti_cqi_hard,heavy,31,LE-GRA[full_none],3,0.4726534817366819
anti_cqi_hard,heavy,31,LE-GRA[full_none],4,0.45598681507001526
anti_cqi_hard,heavy,31,LE-GRA[full_none],5,0.40425545947617963
anti_cqi_hard,heavy,31,LE-GRA[full_none],6,0.3917554594761797
anti_cqi_hard,heavy,31,LE-GRA[full_none],7,0.48932014840334853
anti_cqi_hard,heavy,31,LE-GRA[full_none],8,0.4871194891568494
anti_cqi_hard,heavy,31,LE-GRA[full_none],9,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_none],10,0.4932521632436835
anti_cqi_hard,heavy,31,LE-GRA[full_none],11,0.3875887928095129
anti_cqi_hard,heavy,31,LE-GRA[full_none],12,0.41038813356301374
anti_cqi_hard,heavy,31,LE-GRA[full_none],13,0.5555175114173516
anti_cqi_hard,heavy,31,LE-GRA[full_none],14,0.4476534817366819
anti_cqi_hard,heavy,31,LE-GRA[full_none],15,0.4331874743165145
anti_cqi_hard,heavy,31,LE-GRA[full_none],16,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[full_none],17,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_none],18,0.5596841780840184
anti_cqi_hard,heavy,31,LE-GRA[full_none],19,0.4331874743165145
anti_cqi_hard,heavy,31,LE-GRA[full_none],20,0.44568747431651445
anti_cqi_hard,heavy,31,LE-GRA[full_none],21,0.4084221261428463
anti_cqi_hard,heavy,31,LE-GRA[full_none],22,0.5430175114173517
anti_cqi_hard,heavy,31,LE-GRA[full_none],23,0.44985414098318116
anti_cqi_hard,heavy,31,LE-GRA[full_none],24,0.3601030583591544
anti_cqi_hard,heavy,31,LE-GRA[full_none],25,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_none],26,0.3434363916924877
anti_cqi_hard,heavy,31,LE-GRA[full_none],27,0.42925545947617966
anti_cqi_hard,heavy,31,LE-GRA[full_none],28,0.43735414098318115
anti_cqi_hard,heavy,31,LE-GRA[full_none],29,0.5555175114173517
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],0,0.4062214668963471
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],1,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],2,0.551350844750685
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],3,0.4456874743165145
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],4,0.45598681507001526
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],5,0.40425545947617963
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],6,0.3917554594761796
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],7,0.48932014840334853
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],8,0.4871194891568494
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],9,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],10,0.4932521632436835
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],11,0.406221466896347
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],12,0.41038813356301374
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],13,0.5555175114173516
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],14,0.4476534817366819
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],15,0.4518201484033486
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],16,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],17,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],18,0.5596841780840184
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],19,0.4331874743165145
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],20,0.44568747431651445
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],21,0.38093639169248766
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],22,0.5430175114173517
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],23,0.44985414098318116
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],24,0.3856227853893455
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],25,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],26,0.3434363916924877
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],27,0.42925545947617966
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],28,0.43735414098318115
anti_cqi_hard,heavy,31,LE-GRA[history_cost_utility],29,0.5555175114173517
anti_cqi_hard,heavy,31,LE-GRA[full_utility],0,0.4248541409831812
anti_cqi_hard,heavy,31,LE-GRA[full_utility],1,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[full_utility],2,0.551350844750685
anti_cqi_hard,heavy,31,LE-GRA[full_utility],3,0.4726534817366819
anti_cqi_hard,heavy,31,LE-GRA[full_utility],4,0.45598681507001526
anti_cqi_hard,heavy,31,LE-GRA[full_utility],5,0.40425545947617963
anti_cqi_hard,heavy,31,LE-GRA[full_utility],6,0.39359578528024053
anti_cqi_hard,heavy,31,LE-GRA[full_utility],7,0.48932014840334853
anti_cqi_hard,heavy,31,LE-GRA[full_utility],8,0.4871194891568494
anti_cqi_hard,heavy,31,LE-GRA[full_utility],9,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_utility],10,0.4932521632436835
anti_cqi_hard,heavy,31,LE-GRA[full_utility],11,0.4601534817366819
anti_cqi_hard,heavy,31,LE-GRA[full_utility],12,0.36426972502582106
anti_cqi_hard,heavy,31,LE-GRA[full_utility],13,0.5555175114173516
anti_cqi_hard,heavy,31,LE-GRA[full_utility],14,0.4476534817366819
anti_cqi_hard,heavy,31,LE-GRA[full_utility],15,0.4518201484033486
anti_cqi_hard,heavy,31,LE-GRA[full_utility],16,0.46432014840334856
anti_cqi_hard,heavy,31,LE-GRA[full_utility],17,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_utility],18,0.5596841780840184
anti_cqi_hard,heavy,31,LE-GRA[full_utility],19,0.4062214668963471
anti_cqi_hard,heavy,31,LE-GRA[full_utility],20,0.44568747431651445
anti_cqi_hard,heavy,31,LE-GRA[full_utility],21,0.38093639169248766
anti_cqi_hard,heavy,31,LE-GRA[full_utility],22,0.5430175114173517
anti_cqi_hard,heavy,31,LE-GRA[full_utility],23,0.4684868150700152
anti_cqi_hard,heavy,31,LE-GRA[full_utility],24,0.3601030583591544
anti_cqi_hard,heavy,31,LE-GRA[full_utility],25,0.351769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_utility],26,0.3434363916924877
anti_cqi_hard,heavy,31,LE-GRA[full_utility],27,0.376769725025821
anti_cqi_hard,heavy,31,LE-GRA[full_utility],28,0.43735414098318115
anti_cqi_hard,heavy,31,LE-GRA[full_utility],29,0.5555175114173517
anti_cqi_hard,heavy,42,No grouping,0,0.35176972502582093
anti_cqi_hard,heavy,42,No grouping,1,0.36426972502582106
anti_cqi_hard,heavy,42,No grouping,2,0.3559363916924876
anti_cqi_hard,heavy,42,No grouping,3,0.36426972502582106
anti_cqi_hard,heavy,42,No grouping,4,0.3601030583591543
anti_cqi_hard,heavy,42,No grouping,5,0.3601030583591543
anti_cqi_hard,heavy,42,No grouping,6,0.37260305835915436
anti_cqi_hard,heavy,42,No grouping,7,0.36426972502582095
anti_cqi_hard,heavy,42,No grouping,8,0.3351030583591543
anti_cqi_hard,heavy,42,No grouping,9,0.3684363916924876
anti_cqi_hard,heavy,42,No grouping,10,0.3601030583591543
anti_cqi_hard,heavy,42,No grouping,11,0.35593639169248764
anti_cqi_hard,heavy,42,No grouping,12,0.36426972502582106
anti_cqi_hard,heavy,42,No grouping,13,0.3684363916924876
anti_cqi_hard,heavy,42,No grouping,14,0.3601030583591543
anti_cqi_hard,heavy,42,No grouping,15,0.5596841780840184
anti_cqi_hard,heavy,42,No grouping,16,0.36426972502582106
anti_cqi_hard,heavy,42,No grouping,17,0.37260305835915436
anti_cqi_hard,heavy,42,No grouping,18,0.3684363916924876
anti_cqi_hard,heavy,42,No grouping,19,0.36426972502582106
anti_cqi_hard,heavy,42,No grouping,20,0.36426972502582106
anti_cqi_hard,heavy,42,No grouping,21,0.3559363916924876
anti_cqi_hard,heavy,42,No grouping,22,0.3351030583591543
anti_cqi_hard,heavy,42,No grouping,23,0.3476030583591543
anti_cqi_hard,heavy,42,No grouping,24,0.376769725025821
anti_cqi_hard,heavy,42,No grouping,25,0.3601030583591543
anti_cqi_hard,heavy,42,No grouping,26,0.376769725025821
anti_cqi_hard,heavy,42,No grouping,27,0.37260305835915436
anti_cqi_hard,heavy,42,No grouping,28,0.36426972502582095
anti_cqi_hard,heavy,42,No grouping,29,0.37260305835915436
anti_cqi_hard,heavy,42,CQI k-means,0,0.351769725025821
anti_cqi_hard,heavy,42,CQI k-means,1,0.3731227853893455
anti_cqi_hard,heavy,42,CQI k-means,2,0.35593639169248764
anti_cqi_hard,heavy,42,CQI k-means,3,0.45499084455616673
anti_cqi_hard,heavy,42,CQI k-means,4,0.3601030583591543
anti_cqi_hard,heavy,42,CQI k-means,5,0.3894789926178623
anti_cqi_hard,heavy,42,CQI k-means,6,0.4019789926178623
anti_cqi_hard,heavy,42,CQI k-means,7,0.39364565928452894
anti_cqi_hard,heavy,42,CQI k-means,8,0.3351030583591543
anti_cqi_hard,heavy,42,CQI k-means,9,0.4368182519203478
anti_cqi_hard,heavy,42,CQI k-means,10,0.4508241778895001
anti_cqi_hard,heavy,42,CQI k-means,11,0.42431825192034783
anti_cqi_hard,heavy,42,CQI k-means,12,0.44382121490492393
anti_cqi_hard,heavy,42,CQI k-means,13,0.3699760296332862
anti_cqi_hard,heavy,42,CQI k-means,14,0.3616426962999529
anti_cqi_hard,heavy,42,CQI k-means,15,0.5596841780840184
anti_cqi_hard,heavy,42,CQI k-means,16,0.43265158525368114
anti_cqi_hard,heavy,42,CQI k-means,17,0.42981528893577164
anti_cqi_hard,heavy,42,CQI k-means,18,0.36997602963328613
anti_cqi_hard,heavy,42,CQI k-means,19,0.36426972502582106
anti_cqi_hard,heavy,42,CQI k-means,20,0.3658093629666195
anti_cqi_hard,heavy,42,CQI k-means,21,0.42431825192034783
anti_cqi_hard,heavy,42,CQI k-means,22,0.4258241778895
anti_cqi_hard,heavy,42,CQI k-means,23,0.42715454823825727
anti_cqi_hard,heavy,42,CQI k-means,24,0.376769725025821
anti_cqi_hard,heavy,42,CQI k-means,25,0.3894789926178623
anti_cqi_hard,heavy,42,CQI k-means,26,0.376769725025821
anti_cqi_hard,heavy,42,CQI k-means,27,0.45215454823825724
anti_cqi_hard,heavy,42,CQI k-means,28,0.43265158525368114
anti_cqi_hard,heavy,42,CQI k-means,29,0.400088792809513
anti_cqi_hard,heavy,42,Resource-cost k-means,0,0.351769725025821
anti_cqi_hard,heavy,42,Resource-cost k-means,1,0.42715454823825727
anti_cqi_hard,heavy,42,Resource-cost k-means,2,0.35593639169248764
anti_cqi_hard,heavy,42,Resource-cost k-means,3,0.43265158525368114
anti_cqi_hard,heavy,42,Resource-cost k-means,4,0.37281232595119557
anti_cqi_hard,heavy,42,Resource-cost k-means,5,0.3894789926178623
anti_cqi_hard,heavy,42,Resource-cost k-means,6,0.42431825192034783
anti_cqi_hard,heavy,42,Resource-cost k-means,7,0.4048152889357717
anti_cqi_hard,heavy,42,Resource-cost k-means,8,0.3868182519203478
anti_cqi_hard,heavy,42,Resource-cost k-means,9,0.40898195560243833
anti_cqi_hard,heavy,42,Resource-cost k-means,10,0.38398195560243836
anti_cqi_hard,heavy,42,Resource-cost k-means,11,0.368645659284529
anti_cqi_hard,heavy,42,Resource-cost k-means,12,0.3993182519203478
anti_cqi_hard,heavy,42,Resource-cost k-means,13,0.4591575112228334
anti_cqi_hard,heavy,42,Resource-cost k-means,14,0.3951515852536811
anti_cqi_hard,heavy,42,Resource-cost k-means,15,0.5596841780840184
anti_cqi_hard,heavy,42,Resource-cost k-means,16,0.36426972502582106
anti_cqi_hard,heavy,42,Resource-cost k-means,17,0.37260305835915436
anti_cqi_hard,heavy,42,Resource-cost k-means,18,0.42015158525368107
anti_cqi_hard,heavy,42,Resource-cost k-means,19,0.4104878815715906
anti_cqi_hard,heavy,42,Resource-cost k-means,20,0.4271545482382572
anti_cqi_hard,heavy,42,Resource-cost k-means,21,0.3686456592845289
anti_cqi_hard,heavy,42,Resource-cost k-means,22,0.41465454823825726
anti_cqi_hard,heavy,42,Resource-cost k-means,23,0.3603123259511956
anti_cqi_hard,heavy,42,Resource-cost k-means,24,0.376769725025821
anti_cqi_hard,heavy,42,Resource-cost k-means,25,0.4396545482382572
anti_cqi_hard,heavy,42,Resource-cost k-means,26,0.376769725025821
anti_cqi_hard,heavy,42,Resource-cost k-means,27,0.37260305835915436
anti_cqi_hard,heavy,42,Resource-cost k-means,28,0.36426972502582095
anti_cqi_hard,heavy,42,Resource-cost k-means,29,0.3798152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,0,0.42015158525368107
anti_cqi_hard,heavy,42,Multi-feature k-means,1,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,2,0.38531232595119563
anti_cqi_hard,heavy,42,Multi-feature k-means,3,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,4,0.4173152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,5,0.4173152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,6,0.42981528893577164
anti_cqi_hard,heavy,42,Multi-feature k-means,7,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,8,0.3923152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,9,0.425648622269105
anti_cqi_hard,heavy,42,Multi-feature k-means,10,0.4173152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,11,0.42431825192034783
anti_cqi_hard,heavy,42,Multi-feature k-means,12,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,13,0.4256486222691051
anti_cqi_hard,heavy,42,Multi-feature k-means,14,0.4173152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,15,0.5596841780840184
anti_cqi_hard,heavy,42,Multi-feature k-means,16,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,17,0.42981528893577164
anti_cqi_hard,heavy,42,Multi-feature k-means,18,0.4368182519203478
anti_cqi_hard,heavy,42,Multi-feature k-means,19,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,20,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,21,0.41314862226910504
anti_cqi_hard,heavy,42,Multi-feature k-means,22,0.3923152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,23,0.40481528893577173
anti_cqi_hard,heavy,42,Multi-feature k-means,24,0.376769725025821
anti_cqi_hard,heavy,42,Multi-feature k-means,25,0.4173152889357717
anti_cqi_hard,heavy,42,Multi-feature k-means,26,0.4339819556024383
anti_cqi_hard,heavy,42,Multi-feature k-means,27,0.42981528893577164
anti_cqi_hard,heavy,42,Multi-feature k-means,28,0.42148195560243834
anti_cqi_hard,heavy,42,Multi-feature k-means,29,0.37260305835915436
anti_cqi_hard,heavy,42,Offline teacher,0,0.4518201484033486
anti_cqi_hard,heavy,42,Offline teacher,1,0.42715454823825727
anti_cqi_hard,heavy,42,Offline teacher,2,0.42902080764984785
anti_cqi_hard,heavy,42,Offline teacher,3,0.45499084455616673
anti_cqi_hard,heavy,42,Offline teacher,4,0.4871194891568494
anti_cqi_hard,heavy,42,Offline teacher,5,0.4062214668963471
anti_cqi_hard,heavy,42,Offline teacher,6,0.4801664001765617
anti_cqi_hard,heavy,42,Offline teacher,7,0.4559868150700152
anti_cqi_hard,heavy,42,Offline teacher,8,0.4890854965770169
anti_cqi_hard,heavy,42,Offline teacher,9,0.4248541409831812
anti_cqi_hard,heavy,42,Offline teacher,10,0.44152080764984786
anti_cqi_hard,heavy,42,Offline teacher,11,0.4270548002296805
anti_cqi_hard,heavy,42,Offline teacher,12,0.43735414098318115
anti_cqi_hard,heavy,42,Offline teacher,13,0.4591575112228334
anti_cqi_hard,heavy,42,Offline teacher,14,0.5140854965770169
anti_cqi_hard,heavy,42,Offline teacher,15,0.5596841780840184
anti_cqi_hard,heavy,42,Offline teacher,16,0.43265158525368114
anti_cqi_hard,heavy,42,Offline teacher,17,0.40197899261786224
anti_cqi_hard,heavy,42,Offline teacher,18,0.43122146689634705
anti_cqi_hard,heavy,42,Offline teacher,19,0.5182521632436835
anti_cqi_hard,heavy,42,Offline teacher,20,0.4456874743165145
anti_cqi_hard,heavy,42,Offline teacher,21,0.4354878815715906
anti_cqi_hard,heavy,42,Offline teacher,22,0.41465454823825726
anti_cqi_hard,heavy,42,Offline teacher,23,0.45598681507001526
anti_cqi_hard,heavy,42,Offline teacher,24,0.43122146689634705
anti_cqi_hard,heavy,42,Offline teacher,25,0.4396545482382572
anti_cqi_hard,heavy,42,Offline teacher,26,0.4768201484033487
anti_cqi_hard,heavy,42,Offline teacher,27,0.41314862226910504
anti_cqi_hard,heavy,42,Offline teacher,28,0.4456874743165145
anti_cqi_hard,heavy,42,Offline teacher,29,0.4726534817366819
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],0,0.4518201484033486
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],1,0.36426972502582106
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],2,0.35593639169248775
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],3,0.4373541409831811
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],4,0.4871194891568494
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],5,0.3601030583591543
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],6,0.4456874743165145
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],7,0.36426972502582106
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],8,0.47045282249018266
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],9,0.4248541409831812
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],10,0.44152080764984786
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],11,0.35593639169248764
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],12,0.4103881335630137
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],13,0.44152080764984786
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],14,0.4955026964944711
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],15,0.5596841780840184
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],16,0.3814561187226788
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],17,0.37260305835915436
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],18,0.3684363916924877
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],19,0.49128615582351604
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],20,0.41872146689634704
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],21,0.4354878815715906
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],22,0.3351030583591543
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],23,0.42902080764984785
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],24,0.376769725025821
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],25,0.3601030583591543
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],26,0.4768201484033486
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],27,0.37260305835915436
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],28,0.4000887928095129
anti_cqi_hard,heavy,42,LE-GRA[history_cost_none],29,0.4456874743165145
anti_cqi_hard,heavy,42,LE-GRA[full_none],0,0.351769725025821
anti_cqi_hard,heavy,42,LE-GRA[full_none],1,0.36426972502582106
anti_cqi_hard,heavy,42,LE-GRA[full_none],2,0.4020548002296804
anti_cqi_hard,heavy,42,LE-GRA[full_none],3,0.4373541409831811
anti_cqi_hard,heavy,42,LE-GRA[full_none],4,0.4871194891568494
anti_cqi_hard,heavy,42,LE-GRA[full_none],5,0.3601030583591543
anti_cqi_hard,heavy,42,LE-GRA[full_none],6,0.37260305835915436
anti_cqi_hard,heavy,42,LE-GRA[full_none],7,0.36426972502582106
anti_cqi_hard,heavy,42,LE-GRA[full_none],8,0.4890854965770168
anti_cqi_hard,heavy,42,LE-GRA[full_none],9,0.4248541409831812
anti_cqi_hard,heavy,42,LE-GRA[full_none],10,0.3601030583591544
anti_cqi_hard,heavy,42,LE-GRA[full_none],11,0.4270548002296804
anti_cqi_hard,heavy,42,LE-GRA[full_none],12,0.4103881335630137
anti_cqi_hard,heavy,42,LE-GRA[full_none],13,0.44152080764984786
anti_cqi_hard,heavy,42,LE-GRA[full_none],14,0.4955026964944711
anti_cqi_hard,heavy,42,LE-GRA[full_none],15,0.5596841780840184
anti_cqi_hard,heavy,42,LE-GRA[full_none],16,0.3814561187226788
anti_cqi_hard,heavy,42,LE-GRA[full_none],17,0.38145611872267887
anti_cqi_hard,heavy,42,LE-GRA[full_none],18,0.3684363916924877
anti_cqi_hard,heavy,42,LE-GRA[full_none],19,0.49128615582351604
anti_cqi_hard,heavy,42,LE-GRA[full_none],20,0.4373541409831811
anti_cqi_hard,heavy,42,LE-GRA[full_none],21,0.38145611872267887
